Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Yellows,9,132.0547234,16804.30962,Environment,74.23138455,No,381.7578619,Yes,Male,By_16:00,0.82667349,0.111006422,8.225700238,5.354586157,8.787242137,7.716109196,7833,74.98240615,560.9435649,4939.465749,66205.93131,Yes,145739.0651,23.68424719,630352.3658,19.65498321,1991.623793,90,30-45,4,865.6459178,20,Motorcycle_or_truck,Hightech,645.2418463,1,No
Blues,1,653.7362307,94656.25442,Social,217.9120769,No,434.378194,Yes,Male,After_16:00,0.335001756,0.172376457,5.723608213,6.645734154,7.13483545,3.417651111,3542,14.60373544,583.286299,5510.354538,67805.06016,Yes,188684.4155,24.15132085,681488.3535,47.17363969,47713.58533,70,45_and_up,3,867.4765089,15,Public_or_other,Public_Sector,598.1620407,4,No
Yellows,4,297.7379921,41461.32303,Environment,99.24599738,No,417.7631756,Yes,Male,After_16:00,0.230807912,0.761347733,6.347473206,6.06544913,6.756382482,2.690353857,8434,12.70628099,537.2282159,5252.088188,65302.27861,Yes,174526.0709,23.17818405,578317.9032,93.09767394,9959.013993,90,30-45,2,856.1957848,19,Motorcycle_or_truck,Services_or_Retail,661.8281459,2,No
Browns,2,1409.10467,287613.9905,Education,469.7015568,Yes,612.3334835,No,Female,After_16:00,0.781100863,0.117941286,1.653506807,7.171427517,2.056072264,7.016001171,3622,28.23024679,72.98766061,6269.310157,22436.31963,No,374952.2951,8.543281607,11545.75841,82.36504737,221099.254,100,Below_30,2,261.4361028,9,Car,Hightech,269.0277198,0,No
Browns,10,1351.621697,182921.2595,Education,450.5405657,Yes,406.0039727,Yes,Male,After_16:00,0.703349687,0.46978482,2.761501507,9.473156293,7.546904159,1.934565904,4607,35.50030539,856.8599002,5773.759527,78363.25546,No,164839.2258,29.27216938,1468960.407,91.96331142,203447.342,100,45_and_up,1,875.0872621,19,Motorcycle_or_truck,Student_or_Unemployed,126.6259093,2,No
Oranges,5,179.0279404,23018.42729,Environment,59.67598015,No,385.7234894,Yes,Female,By_16:00,0.568128364,0.091362265,0.075369049,7.2253866,6.790368154,3.027707904,4605,77.88331204,588.4810858,5034.197065,71793.19323,Yes,148782.6103,24.2586291,693805.1526,36.16455537,3630.898586,90,45_and_up,4,962.9315663,9,Foot_or_bicycle,Services_or_Retail,789.4524803,1,No
Oranges,7,255.5767285,34375.6989,Environment,85.19224282,No,403.5073824,Yes,Female,By_16:00,0.603482222,0.434557068,1.984324104,8.394128657,6.512270283,1.837403828,5058,57.63428977,572.8200411,5180.713906,69838.22766,Yes,162818.2077,23.93365917,657404.8888,48.53864645,7352.91048,90,45_and_up,2,928.780055,8,Foot_or_bicycle,Hightech,745.7825596,0,No
Greens,4,254.3355587,83038.86659,Other,84.77851958,No,979.4800263,No,Female,By_16:00,0.711260015,0.780887489,7.570171999,0.352462011,6.345075443,3.910863707,7086,54.69485112,993.1367664,11781.0738,118313.7649,Yes,959381.122,31.51407251,1974596.478,72.51042323,7282.175902,50,30-45,4,1474.633334,18,Car,Services_or_Retail,965.7244836,0,Yes
Blues,4,340.75667,60927.36473,Environment,113.5855567,No,536.4006351,No,Female,By_16:00,0.281151057,0.218854721,2.417048791,4.244523575,4.667773335,5.749027196,7208,11.27108564,624.2069061,6612.420163,73749.60601,Yes,287725.6413,24.98413309,780453.8039,68.41763549,13025.26424,90,30-45,2,934.8663384,1,Motorcycle_or_truck,Services_or_Retail,638.8801188,0,No
Pinks,8,524.7499109,145861.9286,Other,174.916637,No,833.8939686,No,Female,After_16:00,0.795400719,0.666722118,2.98370268,0.700341726,2.270887326,5.08330337,7666,80.96074476,402.1593707,9143.258427,56034.29601,Yes,695379.1509,20.05391161,324729.315,95.08612389,30780.74653,50,Below_30,0,655.8838933,15,Motorcycle_or_truck,Services_or_Retail,421.1021255,1,Yes
Whites,6,480.3471374,60978.46891,Foreign_Affairs,160.1157125,No,380.8400061,Yes,Male,By_16:00,0.293754042,0.269165804,1.499655426,7.204006352,3.64254622,9.410356809,8478,35.32025963,853.5741999,5515.54846,85278.70896,Yes,145039.1102,29.21599219,1458025.995,26.44604077,25807.15709,40,30-45,2,1034.963669,18,Motorcycle_or_truck,Student_or_Unemployed,457.3257766,0,Yes
Blues,5,370.0258027,72679.74623,Education,123.3419342,No,589.2541469,No,Female,After_16:00,0.003174091,0.377873651,7.20226496,0.272666016,6.482774729,8.54447294,5620,87.9221984,670.9540992,7234.449667,78971.96326,Yes,347220.4496,25.90278169,901622.3352,4.964066367,15346.57468,100,30-45,3,994.9213828,20,Foot_or_bicycle,Hightech,664.2745576,1,No
Greens,5,958.1267533,68835.52736,Other,319.3755844,No,215.5315895,Yes,Male,By_16:00,0.211099955,0.443620323,2.357442463,6.670721425,0.171915982,3.420262041,4251,16.71936705,203.7811952,2562.878286,20555.28777,Yes,46453.86608,14.2751951,83304.68069,56.80144795,102330.1395,50,Below_30,2,217.7552592,2,Public_or_other,Student_or_Unemployed,25.59804916,0,Yes
Yellows,1,466.9578626,89633.75986,Healthcare,155.6526209,No,439.4070727,Yes,Male,By_16:00,0.482397208,0.293599802,2.077419404,3.446280917,7.354895384,5.523871044,4700,58.28916109,643.0489529,5680.168632,74440.20177,Yes,193078.5755,25.3584099,828148.378,7.428941503,24393.391,80,Below_30,1,960.2144454,4,Car,Public_Sector,675.0593611,1,No
Yellows,4,848.6838214,113016.7832,Financial,282.8946071,No,399.5013702,Yes,Male,By_16:00,0.772774318,0.803193703,5.541443774,1.216356135,4.893933591,0.561047699,5935,27.83498841,639.0588683,5273.131439,71943.69911,Yes,159601.3448,25.27961369,817811.8655,33.56011671,80322.25334,60,Below_30,0,920.0480393,3,Car,Public_Sector,609.8898416,1,No
Blues,10,204.2687821,28823.56968,Social,68.08959403,No,423.3182778,Yes,Male,After_16:00,0.3642658,0.614502474,9.737957958,5.787326146,3.933209365,4.360336319,6598,36.54926578,588.8671741,5410.917126,68519.7845,Yes,179198.3643,24.26658555,694580.4157,81.46078498,4714.28241,70,Below_30,2,881.3122812,14,Car,Hightech,617.9999935,0,No
Yellows,10,315.6718001,38735.6679,Social,105.2239334,No,368.1260209,Yes,Male,After_16:00,0.559249387,0.838781203,4.400840774,7.512325598,9.386146353,5.317260667,5662,11.99350255,586.3618721,4853.983953,67667.93999,Yes,135516.7673,24.21491012,688649.0877,85.01534595,11187.30009,70,45_and_up,2,879.7741103,16,Car,Services_or_Retail,630.4716467,0,No
Whites,9,325.9795978,77963.28641,Foreign_Affairs,108.6598659,No,717.4984594,No,Female,By_16:00,0.449625937,0.355873868,5.773715312,4.610891205,5.028271521,7.268129985,7914,25.6598596,927.2169371,9029.418468,107950.0822,Yes,514804.0392,30.45023706,1721128.05,50.51293219,11925.62633,40,30-45,4,1375.272338,1,Foot_or_bicycle,Public_Sector,938.054498,1,Yes
Reds,9,435.4063504,89597.75869,Social,145.1354501,No,617.3388969,No,Female,After_16:00,0.713009578,0.8627981,6.699233521,9.287483981,2.943687025,6.636737883,7237,1.954799448,672.3736585,7518.136286,80643.71769,Yes,381107.3136,25.93016889,905511.2759,55.81938212,21219.43434,70,30-45,4,1022.502003,4,Public_or_other,Public_Sector,711.2636418,0,No
Blues,7,756.077138,103774.5275,Environment,252.0257127,No,411.7616667,Yes,Female,After_16:00,0.09188744,0.406513617,9.066779735,0.988135198,8.21712283,5.293317179,3523,81.69942941,559.9046146,5237.425897,65706.84769,Yes,169547.6702,23.66230366,628013.0962,33.90320523,63778.98556,90,30-45,0,847.5801064,2,Motorcycle_or_truck,Public_Sector,604.9795732,0,No
Greens,6,274.6276911,51601.62734,Other,91.54256369,No,563.6899958,No,Female,By_16:00,0.023566478,0.445135762,9.375651467,1.983865958,2.184714309,2.869290051,6232,86.74069962,299.4402756,6235.780509,33610.49364,Yes,317746.4114,17.30434268,179905.8013,70.78553704,8481.58353,50,30-45,2,327.4422402,14,Motorcycle_or_truck,Industry_or_other,3.153985133,2,Yes
Yellows,9,440.0292754,59681.6046,Social,146.6764251,No,406.8929587,Yes,Female,By_16:00,0.959738987,0.259285625,4.692822476,0.60468669,0.379234382,8.7946396,5164,84.06397272,607.1947957,5283.319178,69138.25631,Yes,165561.8798,24.64132293,738381.2151,27.3612076,21670.65012,70,45_and_up,2,883.8057503,8,Motorcycle_or_truck,Hightech,593.2822765,0,No
Reds,7,948.811265,177697.8477,Financial,316.2704217,No,561.854146,No,Male,After_16:00,0.798732094,0.650710437,1.101641806,8.78394231,4.832705795,7.305968315,7590,64.37085022,665.437958,6949.417376,78299.82399,Yes,315680.0814,25.79608416,886861.696,64.74990887,100353.25,60,Below_30,1,992.3245086,6,Car,Hightech,674.4898634,0,No
Oranges,8,673.3193885,96565.48918,Healthcare,224.4397962,No,430.2511891,Yes,Female,By_16:00,0.598857941,0.021272092,6.289343059,6.199798605,3.653957946,1.157219138,7286,98.29256162,554.7253644,5411.96262,68473.79186,Yes,185116.0857,23.55260844,616610.3412,29.88224933,50607.6619,80,45_and_up,0,907.0930011,19,Car,Industry_or_other,729.6301085,3,No
Whites,2,65.66464253,14400.31627,Military,21.88821418,No,657.9027486,No,Male,By_16:00,0.022968167,0.063613296,8.813683069,6.678261217,7.443926003,3.130174438,4607,10.87371148,712.7505014,8004.528488,90886.03821,Yes,432836.0266,26.69738754,1017680.616,24.9103186,510.982134,30,Below_30,1,1200.345104,4,Car,Services_or_Retail,986.1587554,1,Yes
Browns,7,1101.77854,259854.3871,Financial,367.2595134,Yes,707.549778,No,Male,By_16:00,0.425194827,0.410134194,4.533922772,0.039590595,7.379173874,3.85967077,9858,95.91850555,454.0900876,7983.677955,50784.59466,No,500626.6883,21.30938966,413218.7757,29.56433268,135256.8097,60,45_and_up,1,532.2413049,1,Public_or_other,Student_or_Unemployed,105.6104965,1,No
Yellows,6,324.9818586,46066.23242,Healthcare,108.3272862,No,425.2504982,Yes,Male,By_16:00,0.301457986,0.047708628,9.305996622,5.856463802,4.755861554,5.972018947,8382,72.72906795,658.8666595,5570.238301,75349.38441,Yes,180837.9862,25.66839807,869315.8349,76.13839323,11853.12822,80,Below_30,3,970.5222864,11,Public_or_other,Services_or_Retail,670.0344861,3,No
Yellows,10,108.4515984,17221.03271,Education,36.15053281,No,476.3700939,Yes,Female,By_16:00,0.758759039,0.698829597,7.53906348,3.755976956,6.602696441,4.766930391,5507,87.64650854,636.4469026,6036.594745,78533.7737,Yes,226928.4664,25.22789929,811464.3736,89.78125076,1353.011555,100,Below_30,1,1044.781176,6,Car,Public_Sector,848.6839085,0,No
Blues,5,343.3018677,42872.3572,Education,114.4339559,No,374.6471654,Yes,Female,By_16:00,0.935617344,0.343518989,3.517395838,3.673044287,8.904835023,3.038176436,8176,6.432401645,544.1816516,4834.834957,62977.81732,Yes,140360.4985,23.32770138,593220.4341,54.5424541,13219.56422,100,45_and_up,3,811.4517548,20,Motorcycle_or_truck,Public_Sector,568.4471036,0,No
Yellows,6,541.2896738,68697.54193,Social,180.4298913,No,380.7436864,Yes,Female,By_16:00,0.306635099,0.378313318,1.188024001,8.756388512,8.052449937,3.852820129,5423,20.68010028,578.7345754,4964.906015,65819.34213,Yes,144965.7547,24.05690286,670825.4626,30.09154147,32745.37555,70,30-45,1,842.5862133,1,Motorcycle_or_truck,Industry_or_other,567.3014536,1,No
Blues,10,477.0055409,92186.79422,Healthcare,159.001847,No,579.7844238,No,Male,By_16:00,0.690316164,0.198524842,3.41067096,9.452835163,5.681010925,1.391588352,5733,17.06952427,643.4135012,7084.67124,76259.7826,Yes,336149.978,25.3655968,829200.798,0.592427701,25450.58918,80,Below_30,1,961.6237955,5,Motorcycle_or_truck,Hightech,649.146404,1,No
Reds,2,169.3575497,32165.86364,Education,56.45251658,No,569.7861777,No,Male,After_16:00,0.575494183,0.821733273,3.717674324,6.501598628,6.606378544,5.021949555,9537,63.52899293,662.6884251,7023.238627,78285.59038,Yes,324656.2883,25.74273538,879569.2555,64.96991883,3253.339145,100,Below_30,2,992.1840994,7,Car,Hightech,677.5717981,2,No
Reds,8,568.0838745,63375.29987,Financial,189.3612915,No,334.6792756,Yes,Male,By_16:00,0.540635423,0.70340436,5.16967321,9.615362077,0.720293005,0.004309285,8933,18.49190493,680.581464,4707.955684,79201.62514,Yes,112010.2175,26.0879563,927555.875,60.42736601,36057.06001,60,30-45,3,1060.459948,20,Public_or_other,Student_or_Unemployed,828.9374056,2,No
Greens,1,94.61207083,25723.57827,Foreign_Affairs,31.53735694,No,815.6542196,No,Male,After_16:00,0.204837601,0.319919148,8.090495099,6.992316537,4.370641317,3.40872959,6446,74.48828493,901.9448465,9960.431889,99317.5034,Yes,665291.8059,30.03239662,1628412.745,82.87333951,1036.14224,40,45_and_up,1,1182.354783,9,Motorcycle_or_truck,Industry_or_other,578.0779978,0,Yes
Whites,2,491.1804818,147083.8258,Foreign_Affairs,163.7268273,No,898.3489648,No,Male,After_16:00,0.163061106,0.995694684,1.306604055,3.743124017,1.85083841,1.572785259,8906,86.17412141,982.9869478,10949.46354,116123.1327,Yes,807030.8625,31.35262266,1934400.778,29.11854833,26980.20079,40,Below_30,2,1457.39803,13,Motorcycle_or_truck,Hightech,965.7497601,0,Yes
Reds,6,464.2890352,59479.66636,Environment,154.7630117,No,384.3274028,Yes,Female,After_16:00,0.785869403,0.869231654,8.349625177,8.087130112,3.074616573,0.442066842,3587,62.83215475,718.2694628,5279.812954,83192.08038,Yes,147707.5525,26.80054967,1033051.02,4.293584684,24116.35281,90,45_and_up,0,1102.20042,20,Car,Industry_or_other,834.6503266,0,No
Greys,10,305.7136001,45087.80186,Financial,101.9045334,No,442.4513844,Yes,Male,By_16:00,0.880675423,0.059886932,6.821044311,3.060547661,6.114859714,7.105291525,8633,73.90139904,582.5425544,5589.598952,70855.63565,Yes,195763.2275,24.13591835,679891.5223,5.080454657,10496.43845,60,45_and_up,1,932.2412149,2,Public_or_other,Industry_or_other,727.4155549,0,No
Greys,6,177.1452653,26837.67811,Healthcare,59.04842175,No,454.5028862,Yes,Female,By_16:00,0.324432013,0.824943387,0.90127385,6.011577947,0.68308447,0.282188021,6013,50.10663236,606.2847252,5757.598312,72772.30577,Yes,206572.8736,24.62284966,736346.0988,43.49844265,3555.764533,80,45_and_up,7,950.7365129,12,Car,Student_or_Unemployed,719.2599432,2,No
Greys,7,52.56184944,7740.633375,Social,17.52061648,No,441.8014277,Yes,Female,After_16:00,0.923103179,0.187838,9.008076293,8.661921651,6.984504182,7.976310281,9789,99.33003923,592.0388987,5602.092074,71743.3693,Yes,195188.5015,24.33184947,702205.3789,46.01945372,334.4926184,70,Below_30,3,943.7463066,6,Motorcycle_or_truck,Public_Sector,733.4623099,1,No
Yellows,7,916.0303643,131873.3557,Education,305.3434548,No,431.8853201,Yes,Male,After_16:00,0.886100812,0.181806523,4.503271792,7.125087965,3.028205056,0.943656522,8777,9.361244552,620.6660616,5560.185325,76077.31861,Yes,186524.9297,24.91317045,771724.2569,48.26631499,93549.96883,100,30-45,4,1016.61371,9,Car,Student_or_Unemployed,829.651445,0,No
Greys,9,575.1940743,123552.6814,Social,191.7313581,No,644.4051853,No,Female,By_16:00,0.167338231,0.876734714,4.609524785,7.858658759,9.359216441,0.559550833,3560,51.83109129,624.6068391,7693.265532,76538.77723,Yes,415258.0429,24.99213555,781600.7401,42.2598446,36962.64503,70,30-45,2,966.050629,9,Foot_or_bicycle,Hightech,678.9279106,0,No
Greys,6,30.9391984,4444.783841,Education,10.31306613,No,430.9856821,Yes,Male,After_16:00,0.844852905,0.644440029,7.193036559,5.054884751,4.364128737,1.728043593,8835,79.95858793,600.2726759,5510.402173,72153.78483,Yes,185748.6582,24.50046277,721826.218,94.25397892,126.6723992,100,45_and_up,1,948.6747191,17,Foot_or_bicycle,Industry_or_other,730.6614852,0,No
Browns,4,2018.647292,324684.9255,Education,672.8824307,Yes,482.5284637,Yes,Male,By_16:00,0.339137614,0.96763819,8.21463641,8.129366331,5.13526001,1.053850211,6583,91.14425599,698.086605,6221.457847,74152.21311,No,232833.7183,26.4213286,975581.575,86.28821152,453453.648,100,Below_30,2,896.1460263,10,Public_or_other,Industry_or_other,439.2304708,5,No
Pinks,1.666666667,260.2861809,68571.89777,Military,86.7620603,No,790.3442765,No,Male,After_16:00,0.003570414,0.053219327,7.136630169,7.827879312,3.514726881,6.847555621,9064,84.74828871,533.9202816,8971.283328,77718.94875,Yes,624644.0754,23.10671508,571879.8816,88.51572531,7624.417167,30,45_and_up,1,1028.46428,19,Car,Services_or_Retail,937.8031969,0,Yes
Blues,9,906.4148276,122520.1301,Social,302.1382759,No,405.5101252,Yes,Female,By_16:00,0.565515153,0.315271104,0.606863154,7.276832869,2.948369444,6.182824641,8727,1.486061956,591.085196,5237.271644,68180.69417,Yes,164438.4616,24.31224375,699787.6325,71.95088721,91599.67601,70,30-45,3,876.8800012,5,Motorcycle_or_truck,Hightech,608.7046246,0,No
Greys,5.666666667,266.1219315,40230.05022,Financial,88.70731051,No,453.5144848,Yes,Female,After_16:00,0.975340714,0.566782422,8.621493021,8.540319309,8.923181088,1.180983209,5879,11.99238426,589.3052825,5713.755413,71269.52256,Yes,205675.3879,24.27561086,695738.6575,78.93377419,7967.694249,60,30-45,4,932.5817184,11,Foot_or_bicycle,Hightech,713.7110313,0,No
Yellows,10,808.1259417,102283.3717,Financial,269.3753139,No,379.7058097,Yes,Female,By_16:00,0.562074221,0.885303909,8.467063888,3.176615152,1.147609181,5.472374845,9253,4.01172319,634.2078764,5065.47385,71898.48066,Yes,144176.5019,25.1834842,805468.395,45.06886434,72842.43505,60,Below_30,3,928.471839,2,Motorcycle_or_truck,Hightech,639.4283386,1,No
Greys,2,298.7547534,60805.83972,Social,99.58491781,No,610.5928595,No,Female,After_16:00,0.253149049,0.150706191,3.293028984,9.158135834,4.198171156,8.000552715,5256,80.27330472,577.180552,7260.289699,70892.38125,Yes,372823.6401,24.02458224,667518.7572,54.7922635,10026.74077,70,45_and_up,1,892.2143585,5,Motorcycle_or_truck,Public_Sector,623.3851515,0,No
Yellows,6,926.9703531,115244.7359,Environment,308.9901177,No,372.9722387,Yes,Female,After_16:00,0.894059019,0.214583513,9.771921006,4.560352706,5.234686944,3.248914327,6824,97.61652017,527.7819914,4785.28637,62650.568,Yes,139108.2908,22.97350629,558103.1323,31.75197332,95793.88296,90,30-45,2,818.5505951,20,Car,Public_Sector,612.4991578,0,No
Yellows,4,728.3049381,87762.11802,Financial,242.7683127,No,361.5056555,Yes,Male,By_16:00,0.620726745,0.085568769,6.342656345,6.300881433,4.154601127,1.544860504,3039,71.00292477,561.9275319,4738.911619,66513.44087,Yes,130686.339,23.70501069,632566.7661,35.58592165,59189.22197,60,Below_30,1,876.9645219,1,Car,Hightech,670.1583554,1,No
Blues,10,321.2594348,63445.39913,Financial,107.0864783,No,592.4688174,No,Male,By_16:00,0.040600923,0.560531933,5.317566625,8.133962052,1.021811848,6.03721068,9160,94.21802647,639.0997627,7202.8877,76620.87108,Yes,351019.2996,25.28042252,816897.0134,24.7251359,11584.6003,60,45_and_up,1,969.6740632,7,Foot_or_bicycle,Industry_or_other,670.4747901,0,No
Yellows,2,902.2249876,113787.1155,Healthcare,300.7416625,No,378.3550125,Yes,Male,After_16:00,0.472938165,0.918153954,4.086796748,5.289497976,4.977697444,5.063456397,9593,58.18421193,608.2732024,5000.096529,69607.42568,Yes,143152.5155,24.6631953,741011.9557,28.94625971,90756.28924,80,45_and_up,2,900.792998,9,Foot_or_bicycle,Industry_or_other,631.0232293,0,No
Whites,8,260.5131972,80715.55073,Military,86.83773241,No,929.4986003,No,Male,After_16:00,0.815270205,0.309169889,6.507767006,6.085718479,0.258979294,9.131896815,9249,12.26070116,932.9718723,11160.92975,112043.9769,Yes,863967.648,30.54458827,1742751.865,27.10382445,7637.629502,30,Below_30,2,1402.293043,2,Motorcycle_or_truck,Industry_or_other,939.3369961,0,Yes
Reds,4,552.4462313,71007.96374,Education,184.1487438,No,385.6011303,Yes,Female,After_16:00,0.424453757,0.025961758,2.403930526,9.094508362,2.235164125,3.86474868,4374,78.69805675,682.3974662,5220.806236,80197.51624,Yes,148688.2317,26.12273849,931332.6038,89.79524879,34104.90857,100,Below_30,1,1066.859131,8,Motorcycle_or_truck,Hightech,828.2825967,0,No
Blues,10,74.81261888,10566.98752,Environment,24.93753963,No,423.7381745,Yes,Male,By_16:00,0.891771221,0.516319116,8.454728751,0.387379569,7.515039265,4.661203767,3130,30.49599237,551.1277375,5339.63722,65080.36513,Yes,179554.0406,23.47610993,608516.7216,55.99400862,656.8184223,90,45_and_up,2,838.0974151,19,Motorcycle_or_truck,Student_or_Unemployed,599.4172677,1,No
Oranges,2,529.6351987,69956.35906,Financial,176.5450662,No,396.252133,Yes,Male,By_16:00,0.982836255,0.652814323,1.727159696,7.859461959,2.037006372,1.231250095,8046,1.963208476,580.8828781,5124.287086,69949.15945,Yes,157015.7529,24.10151195,675984.0118,31.64978444,31354.70547,60,Below_30,3,926.3816067,12,Car,Services_or_Retail,727.9236063,0,No
Reds,2,610.0264472,123023.0662,Social,203.3421491,No,605.0052427,No,Male,By_16:00,0.034818329,0.075006502,7.859574894,7.814524847,7.268673158,9.967277709,7108,64.1278408,635.3770472,7320.806521,77214.13699,Yes,366031.3436,25.20668656,808722.941,56.3407609,41561.37174,70,Below_30,4,982.3156078,15,Motorcycle_or_truck,Student_or_Unemployed,699.9514822,0,No
Whites,9,598.8165059,37238.56431,Military,259.3428062,No,143.5881907,Yes,Female,After_16:00,0.971185965,0.470269163,2.231530678,1.468141272,7.198826957,7.557747643,9296,8.178610168,972.1790694,3380.240045,89729.69644,Yes,20617.5685,31.17978623,1890831.542,40.79948706,67528.03395,30,30-45,1,1096.154148,7,Motorcycle_or_truck,Public_Sector,413.6683327,0,Yes
Oranges,6,334.3675052,47414.25422,Healthcare,111.4558351,No,425.4084517,Yes,Female,By_16:00,0.017979692,0.97488512,9.627665516,9.246655204,4.25007568,6.337450123,8621,30.57911918,580.1887399,5414.461997,70466.66596,Yes,180972.3508,24.08710734,674404.6442,34.18773457,12543.859,80,Below_30,1,930.3546913,12,Public_or_other,Student_or_Unemployed,731.2879605,2,No
Browns,3,1464.471986,313588.9073,Social,488.1573287,Yes,642.3931157,No,Male,By_16:00,0.289289583,0.907866389,1.272886386,1.193258921,1.476869294,4.552498965,8266,3.194649727,444.6496032,7313.230364,53944.76387,No,412668.9151,21.08671627,396402.9372,4.906468443,238795.7349,70,Below_30,1,626.4264034,15,Motorcycle_or_truck,Services_or_Retail,324.0048978,1,No
Yellows,2,280.3440962,42402.54704,Environment,93.44803207,No,453.7553772,Yes,Male,After_16:00,0.891001746,0.593438384,4.10564818,0.333613881,1.361044277,3.881965757,6288,33.35480217,643.1996588,5823.95309,73281.35822,Yes,205893.9424,25.36138125,828488.903,66.63132801,8835.982729,90,Below_30,3,931.0279285,16,Foot_or_bicycle,Hightech,613.5453956,0,No
Yellows,6,421.0003693,66186.95548,Healthcare,140.3334564,No,471.6405992,Yes,Female,By_16:00,0.694084635,0.582690211,4.412403293,0.364345703,5.250610788,8.520983586,3045,94.57395349,612.694756,5941.795504,76421.09382,Yes,222444.8548,24.7526717,752114.3089,14.49435556,19843.81246,80,30-45,2,1020.059409,2,Car,Student_or_Unemployed,842.9401369,1,No
Yellows,1,399.4908186,52225.24462,Social,133.1636062,No,392.1885724,Yes,Male,By_16:00,0.800980435,0.979896734,4.268216789,7.654497819,6.597304305,7.61647918,9207,41.92226534,601.8330001,5125.551724,68509.82561,Yes,153811.8763,24.53228485,725403.5859,24.2993234,17875.70963,70,30-45,3,878.6072502,6,Foot_or_bicycle,Hightech,595.4773857,0,No
Reds,5,839.7576695,163008.7789,Healthcare,279.9192232,No,582.3422094,No,Male,By_16:00,0.553269671,0.745421572,5.197550764,2.313483139,1.247490174,6.127526495,3859,80.63472214,651.1637458,7125.749586,78553.20817,Yes,339122.4488,25.5179103,849340.8026,57.53037408,78644.69072,80,30-45,3,1004.287917,11,Public_or_other,Services_or_Retail,720.0126498,0,No
Yellows,7,223.0264746,43716.81565,Healthcare,74.3421582,No,588.0487829,No,Female,By_16:00,0.523597079,0.054775081,7.078518583,7.78507605,4.03183629,3.813472765,6579,66.31769652,639.5662879,7159.620405,80400.49877,Yes,345801.3711,25.28964784,819524.5727,77.0253062,5611.098644,80,Below_30,2,1052.639894,18,Public_or_other,Hightech,836.4507142,0,No
Reds,10,485.7890468,37482.48865,Environment,64.79353684,No,578.4911656,No,Female,After_16:00,0.402868137,0.82753561,5.845880373,0.813875142,5.602745726,3.566448661,3365,17.27257024,596.0072099,6976.926076,72379.2938,Yes,334652.0287,24.41325889,711683.9564,2.309360215,4272.995954,90,Below_30,7,917.3940228,10,Foot_or_bicycle,Hightech,646.2768346,4,No
Greys,7,701.4327942,113538.7966,Environment,233.8109314,No,485.600891,Yes,Male,By_16:00,0.07415481,0.022480958,1.918596977,6.812259958,5.70486201,0.273330959,7304,46.18817209,624.313193,6104.635296,74984.97824,Yes,235808.2253,24.98626008,780759.2967,12.08325829,54911.36257,90,45_and_up,3,975.3269118,7,Public_or_other,Services_or_Retail,729.7698981,0,No
Oranges,1,120.8549276,17433.84777,Financial,40.28497586,No,432.7630189,Yes,Male,After_16:00,0.112055764,0.53006496,5.315915598,8.173662666,4.574297576,7.958877755,9725,2.987038763,603.2709678,5534.172125,72996.11839,Yes,187283.8305,24.56157503,729070.0264,61.32273076,1673.164256,60,Below_30,2,963.9912522,2,Foot_or_bicycle,Public_Sector,755.5421585,1,No
Oranges,1,811.5644548,107583.309,Social,270.5214849,No,397.688594,Yes,Female,By_16:00,0.191819135,0.339384934,3.163185692,3.144694676,5.605631175,7.496853985,6058,81.25377891,543.143601,5063.173142,67666.20037,Yes,158156.2178,23.30544145,591176.501,45.91796151,73462.3953,70,30-45,2,908.0330176,11,Car,Public_Sector,758.8698346,0,No
Blues,8,645.6422215,132382.7198,Education,215.2140738,No,615.1211093,No,Male,After_16:00,0.38357807,0.079824767,4.851595175,7.406421909,0.158347317,6.478527386,3739,67.97138038,623.243245,7397.697583,75222.06851,Yes,378373.9791,24.96484018,778137.4735,0.472676381,46542.31166,100,45_and_up,2,946.4647282,5,Public_or_other,Services_or_Retail,648.0673934,0,No
Greens,9,176.1006793,55287.61006,Other,58.70022642,No,941.8636594,No,Male,By_16:00,0.413202003,0.560341649,2.9879802,1.716252612,6.199053803,9.922465223,6176,24.95357594,933.4081996,11285.45299,107634.773,Yes,887107.1529,30.5517299,1744190.573,3.695823741,3514.416808,50,30-45,1,1302.74146,1,Motorcycle_or_truck,Industry_or_other,736.9754286,0,Yes
